Rk,School,Conf,AP_Rank,Overall_W,Overall_L,SRS_OSRS,SRS_DSRS,SRS_SRS,Scoring_Off,Scoring_Def,Passing_Off,Passing_Def,Rushing_Off,Rushing_Def,Total_Off,Total_Def,WinPct,MOV,Season,Team,Points_For,Points_Against,Total_Wins,PregameElo_Mean,PregameElo_Start,PostgameElo_End,Excitement,Elo_Delta,AP_Pre,AP_High,ConfStrengthDiff,PollRankGap,SOS
109,Florida International,CUSA (East),,6,7,-5.18,-3.01,-8.19,35.38,17.69,8.23,5.41,5.25,4.36,6.49,4.85,0.46153846153846156,17.69,2019,Florida International,344.0,354.0,6,1398.5833333333333,1376.0,1395.0,4.29528192676923,19.0,,,-0.08700000000000002,,-6.96
110,Georgia Tech,ACC (Coastal),,3,9,-5.23,-3.27,-8.49,34.92,18.21,8.34,5.99,5.97,3.56,6.77,4.51,0.25,16.71,2019,Georgia Tech,200.0,389.0,3,1439.4545454545455,1435.0,1469.0,3.3036824444999997,34.0,,,0.0,,2.42
111,Nevada,MWC (West),,7,6,-7.3,-1.34,-8.64,32.02,20.94,8.02,6.53,4.31,3.29,6.01,4.88,0.5384615384615384,11.080000000000002,2019,Nevada,277.0,415.0,7,1202.0833333333333,1074.0,1271.0,4.457794176692308,197.0,,,-0.038000000000000034,,-4.8
112,Toledo,MAC (West),,6,6,-3.08,-5.68,-8.76,36.73,21.56,8.42,7.18,6.05,4.28,6.97,5.6,0.5,15.169999999999998,2019,Toledo,327.0,386.0,6,1403.0,1293.0,1503.0,4.483737750166667,210.0,,,-0.125,,-5.26
113,North Texas,CUSA (West),,4,8,-0.46,-9.01,-9.47,40.53,23.02,8.58,5.66,4.96,3.82,6.74,4.76,0.3333333333333333,17.51,2019,North Texas,367.0,390.0,4,1415.909090909091,1397.0,1402.0,3.559199217416667,5.0,,,0.04199999999999998,,-6.3
114,East Carolina,American (East),,4,8,-1.03,-8.82,-9.85,38.78,22.1,9.51,6.83,5.15,4.15,7.14,5.58,0.3333333333333333,16.68,2019,East Carolina,321.0,404.0,4,1157.4,1118.0,1139.0,3.3556673054166666,21.0,,,-0.20800000000000002,,-2.85
115,Northern Illinois,MAC (West),,5,7,-7.34,-2.67,-10.01,33.12,17.57,8.17,6.21,4.61,4.08,6.18,5.13,0.4166666666666667,15.549999999999997,2019,Northern Illinois,274.0,338.0,5,1338.3636363636363,1326.0,1328.0,4.3791391805833335,2.0,,,0.08300000000000002,,-5.68
116,Vanderbilt,SEC (East),,3,9,-8.23,-2.05,-10.28,35.27,15.55,7.45,6.73,5.94,3.78,6.58,4.94,0.25,19.720000000000002,2019,Vanderbilt,198.0,381.0,3,1371.0,1286.0,1378.0,2.53742197125,92.0,,,-0.125,,2.97
117,Rice,CUSA (West),,3,9,-9.98,-0.48,-10.46,30.2,13.65,7.74,6.63,4.62,2.89,5.81,4.77,0.25,16.549999999999997,2019,Rice,215.0,311.0,3,1183.25,1172.0,1187.0,4.04526636875,15.0,,,0.125,,-3.21
118,Rutgers,Big Ten (East),,2,10,-10.92,-0.24,-11.16,31.01,17.21,7.84,5.93,5.25,3.49,6.13,4.64,0.16666666666666666,13.8,2019,Rutgers,159.0,440.0,2,1154.75,1059.0,1196.0,1.6669783395,137.0,,,-0.167,,4.93
120,South Alabama,Sun Belt (West),,2,10,-10.05,-2.23,-12.28,28.77,16.49,8.0,6.59,4.98,3.08,6.04,4.49,0.16666666666666666,12.280000000000001,2019,South Alabama,221.0,368.0,2,1093.2727272727273,1060.0,1066.0,3.3644681115833333,6.0,,,-0.04200000000000001,,-1.44
121,Texas State,Sun Belt (West),,3,9,-9.65,-2.73,-12.38,29.03,18.26,7.59,6.22,3.91,3.25,5.96,4.44,0.25,10.77,2019,Texas State,221.0,391.0,3,1121.4545454545455,1075.0,1185.0,3.4458295023636367,110.0,,,0.0,,-1.29
122,New Mexico,MWC (Mountain),,2,10,-5.4,-8.3,-13.7,33.32,24.74,8.92,7.45,5.97,3.26,6.97,5.47,0.16666666666666666,8.580000000000002,2019,New Mexico,267.0,446.0,2,1158.2727272727273,1150.0,1187.0,3.2029185338333335,37.0,,,-0.167,,-2.2
123,UTSA,CUSA (West),,4,8,-6.61,-7.47,-14.08,33.13,24.27,7.49,6.91,5.58,4.63,6.32,5.74,0.3333333333333333,8.860000000000003,2019,UTSA,244.0,407.0,4,1074.909090909091,1052.0,1025.0,2.5520020274166666,-27.0,,,0.04199999999999998,,-5.08
125,Bowling Green,MAC (East),,3,9,-13.7,-2.38,-16.08,27.45,27.7,6.82,8.01,4.89,4.8,5.63,6.09,0.25,-0.25,2019,Bowling Green,192.0,463.0,3,984.5454545454545,917.0,937.0,1.6584060349166665,20.0,,,0.0,,-3.66
126,New Mexico State,Ind,,2,10,-7.24,-9.63,-16.86,32.93,28.94,7.0,5.72,5.67,4.91,6.22,5.22,0.16666666666666666,3.9899999999999984,2019,New Mexico State,260.0,492.0,2,1050.090909090909,962.0,1047.0,2.6497013381666665,85.0,,,,,-3.78
127,Old Dominion,CUSA (East),,1,11,-12.05,-5.07,-17.12,27.16,18.8,6.86,6.72,3.58,3.04,5.02,4.67,0.08333333333333333,8.36,2019,Old Dominion,195.0,358.0,1,1160.7272727272727,1094.0,1230.0,3.039467764,136.0,,,-0.083,,-4.2
128,UTEP,CUSA (West),,1,11,-10.11,-12.99,-23.1,27.89,28.0,7.99,7.21,4.7,4.92,6.06,5.97,0.08333333333333333,-0.10999999999999943,2019,UTEP,235.0,431.0,1,1049.909090909091,1049.0,1068.0,3.1199815424999997,19.0,,,-0.083,,-8.52
129,Akron,MAC (East),,0,12,-20.57,-6.07,-26.64,17.31,26.06,6.44,6.91,2.46,3.71,4.67,4.91,0.0,-8.75,2019,Akron,126.0,435.0,0,1011.8333333333334,1015.0,1061.0,2.183225054083333,46.0,,,0.0,,-7.06
130,Massachusetts,Ind,,1,11,-9.28,-20.68,-29.95,29.39,46.26,6.36,9.0,4.21,5.88,5.19,7.15,0.08333333333333333,-16.869999999999997,2019,Massachusetts,237.0,632.0,1,950.2727272727273,833.0,879.0,1.6186934584166668,46.0,,,,,-8.87
1,Alabama,SEC (West),1.0,13,0,16.47,13.79,30.26,60.07,7.32,11.74,5.46,5.8,2.74,8.73,3.87,1.0,52.75,2020,Alabama,630.0,252.0,13,2151.4615384615386,2337.0,2351.0,2.129475997384615,14.0,3.0,1.0,0.0,2.0,9.72
2,Ohio State,Big Ten (East),2.0,7,1,16.07,5.3,21.37,54.29,15.02,10.02,7.61,6.97,3.22,8.44,5.41,0.875,39.269999999999996,2020,Ohio State,328.0,206.0,7,2110.875,2079.0,2119.0,2.68469716175,40.0,2.0,2.0,0.125,0.0,8.99
3,Georgia,SEC (East),7.0,8,2,8.12,11.21,19.33,44.08,9.25,9.23,6.0,5.43,1.84,7.33,3.8,0.8,34.83,2020,Georgia,323.0,200.0,8,1880.3,1945.0,1945.0,3.886105499,0.0,4.0,3.0,-0.02200000000000002,-3.0,8.53
4,Ball State,MAC (West),23.0,7,1,10.07,8.34,18.41,43.27,13.46,8.09,7.18,4.69,3.46,5.88,5.52,0.875,29.810000000000002,2020,Ball State,274.0,206.0,7,1461.125,1503.0,1539.0,5.735716133,36.0,,23.0,-0.04200000000000004,,8.91
5,Buffalo,MAC (East),25.0,6,1,11.49,6.24,17.73,48.0,15.91,7.86,6.97,6.81,3.78,6.95,5.33,0.8571428571428571,32.09,2020,Buffalo,304.0,153.0,6,1655.7142857142858,1712.0,1640.0,3.571084160714286,-72.0,,23.0,0.14300000000000002,,1.73
6,Oklahoma,Big 12,6.0,9,2,9.57,8.04,17.62,55.57,7.47,10.8,5.43,5.84,2.37,8.09,4.03,0.8181818181818182,48.1,2020,Oklahoma,473.0,239.0,9,1847.0,1963.0,1963.0,3.6155577844545452,0.0,5.0,3.0,-0.06799999999999995,-1.0,3.71
7,Florida,SEC (East),13.0,8,4,15.62,1.23,16.85,50.2,19.24,10.34,6.44,4.95,4.04,8.14,4.98,0.6666666666666666,30.960000000000004,2020,Florida,478.0,370.0,8,1849.8333333333333,1794.0,1874.0,4.099578709583334,80.0,8.0,3.0,0.133,-5.0,8.02
8,Clemson,ACC (Atlantic),3.0,10,2,9.1,7.73,16.82,56.39,7.55,9.32,6.55,5.43,2.29,7.59,4.03,0.8333333333333334,48.84,2020,Clemson,522.0,242.0,10,2138.909090909091,2221.0,2135.0,2.806219169083333,-86.0,1.0,1.0,0.05600000000000005,-2.0,1.07
9,Texas A&M,SEC (West),4.0,9,1,6.11,10.13,16.24,41.84,10.7,8.3,5.99,6.0,3.02,7.22,4.28,0.9,31.140000000000004,2020,Texas A&M,326.0,217.0,9,1697.6,1632.0,1762.0,3.8564627582,130.0,13.0,4.0,-0.01100000000000001,9.0,6.44
10,Cincinnati,American,8.0,9,1,4.2,10.72,14.92,46.24,6.68,8.48,5.61,6.6,2.54,7.46,3.95,0.9,39.56,2020,Cincinnati,375.0,168.0,9,1827.2222222222222,1935.0,1935.0,4.1351154365,0.0,20.0,6.0,0.09999999999999998,12.0,-1.28
11,BYU,Ind,11.0,11,1,4.24,10.46,14.7,51.76,7.41,11.13,6.29,6.3,3.15,8.73,4.54,0.9166666666666666,44.349999999999994,2020,BYU,522.0,184.0,11,1829.2727272727273,1951.0,1967.0,2.878977355,16.0,,8.0,,,-3.89
12,Iowa State,Big 12,9.0,9,3,5.1,8.83,13.93,47.13,5.85,9.41,6.15,6.39,2.1,7.71,4.13,0.75,41.28,2020,Iowa State,395.0,257.0,9,1723.0,1897.0,1819.0,4.6989417025,-78.0,23.0,8.0,0.139,14.0,5.43
13,Iowa,Big Ten (West),16.0,6,2,4.26,9.52,13.77,40.54,11.28,6.07,6.75,5.14,2.84,5.9,4.32,0.75,29.259999999999998,2020,Iowa,254.0,128.0,6,1854.375,1771.0,1934.0,5.417657896125,163.0,24.0,16.0,0.0,8.0,1.77
14,Indiana,Big Ten (East),12.0,6,2,2.46,11.25,13.71,35.32,10.28,6.87,6.53,3.76,3.72,5.63,4.81,0.75,25.04,2020,Indiana,231.0,162.0,6,1653.75,1740.0,1701.0,4.675030899375,-39.0,,7.0,0.10699999999999998,,4.46
15,Northwestern,Big Ten (West),10.0,7,2,-0.44,12.99,12.55,34.07,8.19,6.02,5.36,4.51,4.0,5.35,4.27,0.7777777777777778,25.880000000000003,2020,Northwestern,222.0,143.0,7,1606.0,1651.0,1608.0,6.195378618,-43.0,,10.0,0.07899999999999996,,4.88
16,Toledo,MAC (West),,4,2,6.7,5.73,12.44,40.06,15.66,8.63,6.88,4.32,3.38,6.19,5.35,0.6666666666666666,24.400000000000002,2020,Toledo,210.0,146.0,4,1359.1666666666667,1273.0,1391.0,4.918490981666666,118.0,,,0.0,,3.94
17,Texas,Big 12,19.0,7,3,12.68,-0.73,11.95,57.49,16.09,9.37,5.67,6.52,2.65,7.87,4.19,0.7,41.400000000000006,2020,Texas,427.0,285.0,7,1806.0,1783.0,1868.0,5.8780735651,85.0,14.0,8.0,-0.07499999999999996,-5.0,3.75
18,Miami (OH),MAC (East),,2,1,3.95,7.46,11.41,36.81,17.68,7.87,9.54,3.93,2.57,5.64,5.96,0.6666666666666666,19.130000000000003,2020,Miami (OH),86.0,80.0,2,1396.0,1411.0,1355.0,4.330789832,-56.0,,,0.0,,9.08
19,Notre Dame,ACC (Atlantic),5.0,10,2,2.01,9.31,11.32,44.81,5.31,8.67,6.06,5.99,3.08,7.24,4.46,0.8333333333333334,39.5,2020,Notre Dame,401.0,236.0,10,1922.5,1918.0,1955.0,3.4436751435,37.0,10.0,2.0,0.16700000000000004,5.0,1.23
20,Coastal Carolina,Sun Belt (East),14.0,11,1,5.4,5.5,10.9,45.7,10.9,10.48,5.84,5.65,3.76,7.4,4.69,0.9166666666666666,34.800000000000004,2020,Coastal Carolina,446.0,243.0,11,1557.4545454545455,1710.0,1710.0,4.738193535083334,0.0,,9.0,0.08299999999999996,,-2.86
21,Oklahoma State,Big 12,20.0,8,3,3.64,6.82,10.46,44.93,8.63,9.27,5.6,5.41,3.05,6.92,4.18,0.7272727272727273,36.3,2020,Oklahoma State,332.0,258.0,8,1654.1818181818182,1688.0,1636.0,5.858045462545454,-52.0,15.0,6.0,-0.05999999999999994,-5.0,4.92
22,Western Michigan,MAC (West),,4,2,14.52,-4.13,10.39,49.19,26.3,10.32,7.34,5.28,4.09,7.08,5.82,0.6666666666666666,22.889999999999997,2020,Western Michigan,250.0,205.0,4,1539.3333333333333,1561.0,1564.0,5.347272135333333,3.0,,,0.0,,5.72
23,Auburn,SEC (West),,6,5,1.86,7.75,9.61,36.73,13.9,7.63,6.41,5.35,3.8,6.63,4.72,0.5454545454545454,22.83,2020,Auburn,276.0,272.0,6,1793.8181818181818,1726.0,1805.0,4.985545184272727,79.0,11.0,7.0,0.05499999999999994,,9.52
24,Wisconsin,Big Ten (West),,4,3,-3.47,12.09,8.62,35.12,9.06,6.34,7.08,4.13,3.0,5.34,4.77,0.5714285714285714,26.059999999999995,2020,Wisconsin,176.0,122.0,4,1904.4285714285713,1860.0,1997.0,5.053240476857143,137.0,12.0,9.0,-0.07099999999999995,,4.33
25,Central Michigan,MAC (West),,3,3,4.64,3.62,8.26,39.22,18.21,6.89,8.57,5.29,2.88,5.66,5.59,0.5,21.009999999999998,2020,Central Michigan,188.0,181.0,3,1447.3333333333333,1415.0,1486.0,6.064246726,71.0,,,0.0,,8.26
26,Ole Miss,SEC (West),,5,5,16.11,-8.05,8.07,49.75,29.22,11.05,7.4,5.0,5.21,7.75,5.91,0.5,20.53,2020,Ole Miss,392.0,383.0,5,1559.5,1513.0,1599.0,5.7975773302,86.0,,,-0.055999999999999994,,7.57
27,Louisiana,Sun Belt (West),15.0,10,1,3.17,4.59,7.75,42.88,12.89,7.97,4.88,6.2,3.57,6.97,4.09,0.9090909090909091,29.990000000000002,2020,Louisiana,370.0,242.0,10,1669.909090909091,1674.0,1725.0,5.360146119363637,51.0,,15.0,-0.03400000000000003,,-2.25
30,North Carolina,ACC (Coastal),18.0,8,4,10.1,-3.07,7.03,52.75,18.58,10.96,6.8,6.41,3.63,8.41,5.01,0.6666666666666666,34.17,2020,North Carolina,500.0,353.0,8,1716.4545454545455,1864.0,1773.0,4.357406476083333,-91.0,18.0,5.0,0.03299999999999992,0.0,-1.55
31,Kent State,MAC (East),,3,1,18.26,-11.24,7.02,52.39,35.37,9.99,7.82,5.31,5.66,7.1,6.77,0.75,17.020000000000003,2020,Kent State,199.0,152.0,3,1408.75,1366.0,1431.0,3.4688267477499997,65.0,,,0.0,,-0.74
32,LSU,SEC (West),,5,5,6.89,-0.25,6.64,41.17,23.76,8.2,8.44,3.74,4.58,6.3,6.15,0.5,17.41,2020,LSU,320.0,349.0,5,1897.1,1961.0,1825.0,5.3181121245,-136.0,6.0,6.0,0.0,,7.54
34,Kentucky,SEC (East),,5,6,-2.66,8.79,6.12,31.44,14.91,6.12,5.66,5.67,4.02,6.0,4.44,0.45454545454545453,16.53,2020,Kentucky,240.0,285.0,5,1643.0,1576.0,1564.0,4.218750202,-12.0,,23.0,-0.05499999999999999,,6.94
35,West Virginia,Big 12,,6,4,-2.14,8.11,5.97,38.98,8.2,8.15,5.48,4.87,2.5,6.54,3.84,0.6,30.779999999999998,2020,West Virginia,265.0,205.0,6,1553.888888888889,1509.0,1611.0,5.632809043,102.0,,,-0.09999999999999998,,1.07
36,UCF,American,,6,4,13.35,-7.43,5.92,51.89,23.26,8.97,8.29,5.73,3.37,7.42,5.39,0.6,28.63,2020,UCF,422.0,332.0,6,1774.7,1737.0,1776.0,3.6220897250999995,39.0,21.0,11.0,0.025000000000000022,,-1.78
37,Eastern Michigan,MAC (West),,2,4,4.96,0.84,5.8,38.91,21.06,7.92,6.94,3.95,4.96,5.64,6.03,0.3333333333333333,17.849999999999998,2020,Eastern Michigan,199.0,216.0,2,1373.1666666666667,1341.0,1387.0,5.800257747,46.0,,,0.0,,9.13
39,USC,Pac-12 (South),21.0,5,1,4.72,0.6,5.32,38.55,17.95,8.05,5.93,3.71,2.99,6.39,4.18,0.8333333333333334,20.599999999999998,2020,USC,200.0,156.0,5,1633.8333333333333,1695.0,1586.0,6.040082067,-109.0,17.0,13.0,0.16700000000000004,-4.0,-3.68
40,Tulsa,American,,6,3,-1.42,6.62,5.2,36.25,10.03,7.79,5.66,5.05,2.86,6.44,4.01,0.6666666666666666,26.22,2020,Tulsa,244.0,194.0,6,1490.0,1507.0,1539.0,6.134038614666667,32.0,,18.0,0.33299999999999996,,0.42
41,Ohio,MAC (East),,2,1,1.61,2.67,4.28,34.78,19.65,7.11,7.85,5.28,4.5,5.72,6.26,0.6666666666666666,15.130000000000003,2020,Ohio,103.0,50.0,2,1566.3333333333333,1552.0,1572.0,4.3794339760000005,20.0,,,0.0,,-6.06
42,Penn State,Big Ten (East),,4,5,3.0,1.21,4.22,37.34,20.14,7.28,7.04,4.38,3.22,5.91,4.57,0.4444444444444444,17.200000000000003,2020,Penn State,268.0,249.0,4,1729.4444444444443,1819.0,1685.0,4.333765465666667,-134.0,7.0,7.0,0.0,,3.99
43,Arkansas,SEC (West),,3,7,2.36,1.63,3.99,37.1,21.27,9.17,5.24,4.72,4.26,6.72,4.36,0.3,15.830000000000002,2020,Arkansas,257.0,349.0,3,1363.6,1339.0,1385.0,4.8762273598,46.0,,,0.0,,11.39
44,Mississippi State,SEC (West),,4,7,-1.21,5.15,3.94,32.74,17.24,6.76,6.28,2.98,3.03,5.84,4.45,0.36363636363636365,15.500000000000004,2020,Mississippi State,235.0,309.0,4,1509.1818181818182,1514.0,1463.0,4.921822230363636,-51.0,,16.0,-0.064,,8.67
45,Boise State,MWC (Mountain),,5,2,5.93,-2.52,3.41,44.79,21.28,7.06,7.35,4.46,2.87,6.21,4.56,0.7142857142857143,23.509999999999998,2020,Boise State,237.0,190.0,5,1691.0,1638.0,1701.0,3.331105703,63.0,,21.0,0.28600000000000003,,-3.02
46,Marshall,CUSA (East),,7,3,-5.47,8.77,3.3,36.24,9.7,8.43,6.53,4.86,2.6,6.38,4.47,0.7,26.540000000000003,2020,Marshall,285.0,130.0,7,1577.3333333333333,1592.0,1592.0,3.718512423,0.0,,15.0,0.10000000000000009,,-6.6
47,Missouri,SEC (East),,5,5,2.35,-0.43,1.92,36.76,22.71,8.06,6.95,4.54,4.37,6.51,5.2,0.5,14.049999999999997,2020,Missouri,267.0,323.0,5,1578.6,1565.0,1559.0,4.0771219974,-6.0,,,0.0,,7.32
48,Arizona State,Pac-12 (South),,2,2,-1.84,3.59,1.75,43.94,16.2,9.73,6.14,6.79,3.83,8.08,4.62,0.5,27.74,2020,Arizona State,161.0,93.0,2,1586.25,1550.0,1550.0,4.923641125750001,0.0,,,0.0,,-4.0
49,Liberty,Ind,17.0,10,1,2.55,-0.95,1.6,42.82,17.7,8.72,6.51,5.85,4.02,7.09,5.16,0.9090909090909091,25.12,2020,Liberty,420.0,226.0,10,1485.5555555555557,1499.0,1539.0,4.443370193181818,40.0,,17.0,,,-12.22
51,Virginia Tech,ACC (Coastal),,5,6,2.65,-1.14,1.51,43.37,16.78,9.44,6.2,6.54,4.29,7.62,5.07,0.45454545454545453,26.589999999999996,2020,Virginia Tech,342.0,353.0,5,1621.4545454545455,1619.0,1530.0,4.814405893636363,-89.0,,19.0,0.044999999999999984,,1.78
52,Tennessee,SEC (East),,3,7,-0.72,2.21,1.49,32.9,19.66,8.17,7.43,4.41,3.04,6.24,4.74,0.3,13.239999999999998,2020,Tennessee,215.0,301.0,3,1520.7,1518.0,1469.0,3.9103209211,-49.0,25.0,14.0,0.0,,8.89
53,UAB,CUSA (West),,6,3,1.03,0.25,1.28,39.74,16.29,8.28,5.2,5.65,3.93,6.74,4.54,0.6666666666666666,23.450000000000003,2020,UAB,256.0,193.0,6,1461.75,1502.0,1506.0,4.290998582888889,4.0,,,0.08299999999999996,,-4.28
54,Air Force,MWC (Mountain),,3,3,-7.08,7.93,0.85,32.71,10.0,7.63,7.77,6.75,3.14,6.74,5.04,0.5,22.71,2020,Air Force,146.0,90.0,3,1659.3333333333333,1661.0,1675.0,3.933954665,14.0,,,0.0,,-4.99
55,Oregon,Pac-12 (North),,4,3,1.38,-0.58,0.81,38.72,19.9,9.75,6.11,5.67,3.53,7.63,4.4,0.5714285714285714,18.82,2020,Oregon,219.0,198.0,4,1847.4285714285713,1840.0,1862.0,5.692570567285714,22.0,9.0,9.0,0.029000000000000026,,-1.77
56,Army,Ind,,9,3,-6.03,6.69,0.67,34.39,10.0,7.22,6.36,5.19,3.05,5.3,4.62,0.75,24.39,2020,Army,321.0,178.0,9,1584.888888888889,1575.0,1555.0,4.179588829083333,-20.0,,22.0,,,-7.59
57,Utah,Pac-12 (South),,3,2,-1.33,1.99,0.67,35.1,18.91,7.88,6.34,5.39,3.2,6.67,4.68,0.6,16.19,2020,Utah,151.0,130.0,3,1681.2,1685.0,1685.0,5.793316466199999,0.0,22.0,22.0,0.0,,-2.93
58,Maryland,Big Ten (East),,2,3,1.19,-0.7,0.49,35.05,26.24,8.72,7.01,5.02,4.94,7.27,5.55,0.4,8.809999999999999,2020,Maryland,118.0,160.0,2,1271.2,1202.0,1326.0,5.0687859466,124.0,,,0.0,,5.29
59,Baylor,Big 12,,2,7,-2.02,2.5,0.48,38.02,13.1,7.48,5.69,4.09,3.12,5.78,4.23,0.2222222222222222,24.92,2020,Baylor,210.0,263.0,2,1696.3333333333333,1718.0,1666.0,4.863768306999999,-52.0,,,0.0,,5.81
60,Nevada,MWC (West),,7,2,0.99,-0.54,0.45,37.45,19.11,7.05,8.26,4.86,3.22,6.76,5.24,0.7777777777777778,18.340000000000003,2020,Nevada,277.0,210.0,7,1382.2222222222222,1430.0,1399.0,5.5468045476666665,-31.0,,,-0.028000000000000025,,-7.1
61,San Diego State,MWC (West),,4,4,-6.24,6.66,0.43,31.59,11.31,5.39,6.13,5.11,2.22,5.51,3.71,0.5,20.28,2020,San Diego State,197.0,142.0,4,1631.875,1579.0,1651.0,4.7733831286249995,72.0,,,0.16700000000000004,,-4.82
63,Georgia State,Sun Belt (East),,6,4,5.26,-4.93,0.34,42.79,24.88,8.17,6.72,4.99,3.41,6.37,5.06,0.6,17.91,2020,Georgia State,333.0,317.0,6,1299.2,1305.0,1288.0,6.2751010945,-17.0,,,-0.09999999999999998,,-3.86
64,Nebraska,Big Ten (West),,3,5,-2.27,2.41,0.14,32.45,20.82,6.32,7.78,5.32,3.73,6.02,5.14,0.375,11.630000000000003,2020,Nebraska,185.0,235.0,3,1518.125,1508.0,1489.0,5.58182879375,-19.0,,,0.0,,5.14
65,Washington,Pac-12 (North),,3,1,0.09,0.02,0.11,33.6,20.52,8.56,6.09,4.41,3.69,6.39,4.48,0.75,13.080000000000002,2020,Washington,121.0,100.0,3,1755.75,1756.0,1751.0,4.732097774750001,-5.0,,23.0,0.0,,-5.89
66,SMU,American,,7,3,5.63,-5.57,0.06,44.81,23.57,8.62,7.4,5.18,3.46,7.02,5.15,0.7,21.240000000000002,2020,SMU,386.0,309.0,7,1578.888888888889,1543.0,1587.0,4.6977299896,44.0,,16.0,-0.129,,-6.14
67,Kansas State,Big 12,,4,6,-0.96,0.95,-0.01,40.11,16.64,8.84,6.29,5.68,3.73,6.91,4.93,0.4,23.47,2020,Kansas State,266.0,322.0,4,1605.2,1647.0,1486.0,4.9173764076,-161.0,,16.0,0.043999999999999984,,4.5
68,Boston College,ACC (Atlantic),,6,5,0.63,-0.67,-0.04,39.3,15.31,8.77,6.75,3.97,3.78,6.58,5.04,0.5454545454545454,23.989999999999995,2020,Boston College,306.0,312.0,6,1500.0,1458.0,1504.0,5.264702342727273,46.0,,,-0.04500000000000004,,-0.59
69,UCLA,Pac-12 (South),,3,4,6.86,-6.97,-0.11,42.75,24.67,8.75,6.61,5.41,2.97,7.01,4.51,0.42857142857142855,18.08,2020,UCLA,248.0,215.0,3,1478.142857142857,1482.0,1482.0,6.6171272964285714,0.0,,,0.0,,-2.97
70,Purdue,Big Ten (West),,2,4,2.79,-2.97,-0.18,36.49,24.65,6.88,9.21,3.49,3.04,6.16,5.51,0.3333333333333333,11.840000000000003,2020,Purdue,163.0,179.0,2,1497.1666666666667,1492.0,1503.0,5.626317667833334,11.0,,,0.0,,2.66
71,Wake Forest,ACC (Atlantic),,4,5,5.56,-5.89,-0.33,48.33,20.57,8.78,6.6,4.72,3.8,6.64,4.94,0.4444444444444444,27.759999999999998,2020,Wake Forest,324.0,295.0,4,1546.625,1545.0,1606.0,5.130497743666666,61.0,,,-0.015000000000000013,,0.12
72,Virginia,ACC (Coastal),,5,5,0.17,-0.56,-0.39,41.36,15.17,7.71,7.95,5.08,3.02,6.51,5.21,0.5,26.189999999999998,2020,Virginia,307.0,296.0,5,1561.111111111111,1511.0,1513.0,4.9077168563,2.0,,,-0.055999999999999994,,-0.09
73,Tulane,American,,6,6,2.46,-3.17,-0.71,43.04,20.77,6.71,8.19,5.9,2.98,6.26,5.2,0.5,22.27,2020,Tulane,416.0,337.0,6,1598.9166666666667,1567.0,1678.0,5.676528951166667,111.0,,,-0.125,,-4.3
74,Louisville,ACC (Atlantic),,4,7,0.13,-0.91,-0.78,41.65,16.12,9.5,6.69,6.11,4.15,7.64,5.06,0.36363636363636365,25.529999999999998,2020,Louisville,325.0,293.0,4,1463.3636363636363,1405.0,1463.0,4.591650498454546,58.0,,18.0,-0.064,,-1.87
75,Michigan,Big Ten (East),,2,4,4.17,-5.42,-1.25,38.32,29.41,7.14,8.13,5.07,4.44,6.56,5.77,0.3333333333333333,8.91,2020,Michigan,170.0,207.0,2,1763.0,1856.0,1657.0,5.5609656838333335,-199.0,16.0,13.0,0.0,,3.25
76,Memphis,American,,8,3,-0.16,-1.12,-1.29,37.48,19.65,7.89,7.27,4.91,3.26,6.66,5.22,0.7272727272727273,17.83,2020,Memphis,341.0,307.0,8,1637.7,1702.0,1576.0,5.556970813727273,-126.0,,16.0,-0.10199999999999998,,-5.56
77,Minnesota,Big Ten (West),,3,4,1.6,-2.93,-1.32,34.7,23.73,7.02,8.22,5.11,5.97,6.07,6.5,0.42857142857142855,10.970000000000002,2020,Minnesota,191.0,211.0,3,1648.142857142857,1703.0,1679.0,4.649351649714285,-24.0,19.0,19.0,0.0,,2.1
78,Northern Illinois,MAC (West),,0,6,-0.06,-1.47,-1.53,34.27,23.7,6.44,8.14,4.01,4.04,5.05,6.07,0.0,10.570000000000004,2020,Northern Illinois,149.0,232.0,0,1251.0,1316.0,1229.0,4.759084514833334,-87.0,,,0.0,,12.14
79,Colorado,Pac-12 (South),,4,2,0.32,-1.99,-1.66,36.05,22.34,7.59,6.24,5.49,4.53,6.45,5.15,0.6666666666666666,13.709999999999997,2020,Colorado,171.0,190.0,4,1437.3333333333333,1451.0,1422.0,5.187906634666667,-29.0,,21.0,0.08299999999999996,,-0.66
80,Texas Tech,Big 12,,4,6,5.64,-7.31,-1.67,43.28,22.72,8.09,6.14,6.12,3.43,7.11,4.69,0.4,20.560000000000002,2020,Texas Tech,291.0,367.0,4,1481.7777777777778,1510.0,1427.0,5.1451537633,-83.0,,,-0.067,,3.53
81,Georgia Southern,Sun Belt (East),,8,5,-2.66,0.86,-1.8,35.02,15.92,8.39,6.75,5.84,3.21,6.52,4.95,0.6153846153846154,19.1,2020,Georgia Southern,354.0,270.0,8,1482.6666666666667,1522.0,1481.0,5.710300456923077,-41.0,,,-0.11499999999999999,,-6.18
82,Troy,Sun Belt (East),,5,6,-4.29,2.05,-2.24,34.47,16.73,7.52,6.23,3.85,3.55,5.98,4.71,0.45454545454545453,17.74,2020,Troy,301.0,283.0,5,1427.0,1419.0,1469.0,4.246811074,50.0,,,-0.026000000000000023,,-4.33
